----------------------------------LAWS----------------------------------
Law #0: 903, complexity: 28;
	Law #146 Criterion: 1361;
	Law #148 Criterion: 631;
	Law #153 Criterion: 197;
	Law #154 Criterion: 109;
	Law #155 Criterion: 1709;
	Law #156 Criterion: 1051;
	Law #157 Criterion: 1193;
	Law #160 Criterion: 1709;
	Law #161 Criterion: 1607;
	Law #164 Criterion: 1051;
	Law #165 Criterion: 101;
	Law #166 Criterion: 83;
	Law #167 Criterion: 227;
	Law #168 Criterion: 1879;
	Law #169 Criterion: 1669;
	Law #171 Criterion: 811;
Person #42
Wants to be in party: 1
Strategy of voting: own_voting
Votes for:
	Law #0 Criterion: 1117;
	Law #1 Criterion: 1879;
	Law #5 Criterion: 13;
	Law #6 Criterion: 673;
	Law #7 Criterion: 1619;
	Law #10 Criterion: 797;
	Law #13 Criterion: 11;
	Law #14 Criterion: 1381;
	Law #15 Criterion: 1087;
	Law #16 Criterion: 1319;
	Law #17 Criterion: 1543;
	Law #18 Criterion: 193;
	Law #21 Criterion: 83;
	Law #23 Criterion: 1283;
	Law #29 Criterion: 1213;
	Law #32 Criterion: 1609;
	Law #36 Criterion: 1103;
	Law #37 Criterion: 199;
	Law #38 Criterion: 937;
	Law #40 Criterion: 499;
	Law #41 Criterion: 1303;
	Law #43 Criterion: 859;
	Law #48 Criterion: 523;
	Law #53 Criterion: 673;
	Law #54 Criterion: 1259;
	Law #56 Criterion: 691;
	Law #57 Criterion: 1733;
	Law #59 Criterion: 883;
	Law #61 Criterion: 41;
	Law #65 Criterion: 1699;
	Law #69 Criterion: 997;
	Law #70 Criterion: 859;
	Law #72 Criterion: 1193;
	Law #74 Criterion: 829;
	Law #77 Criterion: 103;
	Law #79 Criterion: 971;
	Law #80 Criterion: 1049;
	Law #82 Criterion: 421;
	Law #83 Criterion: 1877;
	Law #86 Criterion: 1559;
	Law #88 Criterion: 1181;
	Law #94 Criterion: 647;
	Law #97 Criterion: 761;
	Law #99 Criterion: 997;
	Law #100 Criterion: 367;
	Law #102 Criterion: 1823;
	Law #105 Criterion: 487;
	Law #107 Criterion: 359;
	Law #108 Criterion: 829;
	Law #109 Criterion: 1213;
	Law #110 Criterion: 751;
	Law #111 Criterion: 479;
	Law #112 Criterion: 1237;
	Law #114 Criterion: 857;
	Law #118 Criterion: 449;
	Law #119 Criterion: 977;
	Law #120 Criterion: 1787;
	Law #121 Criterion: 1381;
	Law #122 Criterion: 1933;
	Law #125 Criterion: 1567;
	Law #127 Criterion: 1559;
	Law #128 Criterion: 1301;
	Law #131 Criterion: 521;
	Law #133 Criterion: 1997;
	Law #135 Criterion: 1609;
	Law #136 Criterion: 1489;
	Law #137 Criterion: 1483;
	Law #138 Criterion: 1459;
	Law #139 Criterion: 647;
	Law #142 Criterion: 41;
	Law #143 Criterion: 563;
	Law #146 Criterion: 683;
	Law #147 Criterion: 593;
	Law #148 Criterion: 883;
	Law #150 Criterion: 379;
	Law #152 Criterion: 1399;
	Law #154 Criterion: 421;
	Law #156 Criterion: 859;
	Law #157 Criterion: 1429;
	Law #160 Criterion: 3;
	Law #161 Criterion: 1361;
	Law #163 Criterion: 1061;
	Law #165 Criterion: 1787;
	Law #166 Criterion: 1693;
	Law #167 Criterion: 499;
	Law #169 Criterion: 383;
	Law #171 Criterion: 1747;
Person #43
Wants to be in party: 0
Strategy of voting: own_voting
Votes for:
	Law #1 Criterion: 1559;
	Law #3 Criterion: 1811;
	Law #5 Criterion: 107;
	Law #7 Criterion: 829;
	Law #9 Criterion: 251;
	Law #11 Criterion: 1873;
	Law #13 Criterion: 571;
	Law #14 Criterion: 1831;
	Law #16 Criterion: 1051;
	Law #19 Criterion: 1949;
	Law #20 Criterion: 317;
	Law #23 Criterion: 839;
	Law #29 Criterion: 977;
	Law #32 Criterion: 1567;
	Law #34 Criterion: 1373;
	Law #36 Criterion: 353;
	Law #38 Criterion: 547;
	Law #39 Criterion: 1523;
	Law #40 Criterion: 347;
	Law #45 Criterion: 1669;
	Law #46 Criterion: 1931;
	Law #48 Criterion: 1753;
	Law #49 Criterion: 1451;
	Law #50 Criterion: 1511;
	Law #52 Criterion: 991;
	Law #55 Criterion: 857;
	Law #56 Criterion: 337;
	Law #58 Criterion: 1367;
	Law #63 Criterion: 967;
	Law #64 Criterion: 739;
	Law #67 Criterion: 401;
	Law #69 Criterion: 1201;
	Law #71 Criterion: 1811;
	Law #72 Criterion: 1471;
	Law #73 Criterion: 359;
	Law #74 Criterion: 1613;
	Law #77 Criterion: 1553;
	Law #81 Criterion: 631;
	Law #83 Criterion: 419;
	Law #84 Criterion: 1877;
	Law #86 Criterion: 229;
	Law #91 Criterion: 907;
	Law #94 Criterion: 1423;
	Law #96 Criterion: 607;
	Law #97 Criterion: 977;
	Law #99 Criterion: 461;
	Law #100 Criterion: 1429;
	Law #101 Criterion: 283;
	Law #103 Criterion: 571;
	Law #104 Criterion: 467;
	Law #108 Criterion: 11;
	Law #109 Criterion: 521;
	Law #114 Criterion: 1777;
	Law #116 Criterion: 1973;
	Law #117 Criterion: 353;
	Law #123 Criterion: 1187;
	Law #125 Criterion: 1831;
	Law #126 Criterion: 101;
	Law #127 Criterion: 1823;
	Law #129 Criterion: 1223;
	Law #130 Criterion: 1871;
	Law #132 Criterion: 937;
	Law #135 Criterion: 1453;
	Law #136 Criterion: 1283;
	Law #138 Criterion: 389;
	Law #140 Criterion: 1097;
	Law #142 Criterion: 239;
	Law #143 Criterion: 107;
	Law #146 Criterion: 653;
	Law #148 Criterion: 1361;
	Law #149 Criterion: 137;
	Law #151 Criterion: 701;
	Law #152 Criterion: 223;
	Law #154 Criterion: 571;
	Law #156 Criterion: 1879;
	Law #157 Criterion: 1427;
	Law #162 Criterion: 797;
	Law #165 Criterion: 673;
	Law #169 Criterion: 269;
	Law #171 Criterion: 233;
	Law #173 Criterion: 859;
	Law #174 Criterion: 1607;
	Law #175 Criterion: 1531;
Person #44
Wants to be in party: 1
Strategy of voting: random
Votes for:
	Law #0 Criterion: 19;
	Law #2 Criterion: 661;
	Law #3 Criterion: 1993;
	Law #4 Criterion: 2;
	Law #7 Criterion: 373;
	Law #8 Criterion: 1663;
	Law #11 Criterion: 521;
	Law #15 Criterion: 1481;
	Law #16 Criterion: 103;
	Law #17 Criterion: 1871;
	Law #19 Criterion: 1163;
	Law #20 Criterion: 463;
	Law #22 Criterion: 1223;
	Law #23 Criterion: 1289;
	Law #24 Criterion: 1427;
	Law #25 Criterion: 1019;
	Law #28 Criterion: 163;
	Law #32 Criterion: 1913;
	Law #33 Criterion: 1163;
	Law #37 Criterion: 1427;
	Law #41 Criterion: 673;
	Law #42 Criterion: 107;
	Law #43 Criterion: 881;
	Law #45 Criterion: 23;
	Law #49 Criterion: 1627;
	Law #52 Criterion: 1091;
	Law #54 Criterion: 461;
	Law #55 Criterion: 577;
	Law #57 Criterion: 373;
	Law #60 Criterion: 601;
	Law #61 Criterion: 487;
	Law #62 Criterion: 859;
	Law #64 Criterion: 571;
	Law #65 Criterion: 467;
	Law #68 Criterion: 131;
	Law #69 Criterion: 1031;
	Law #70 Criterion: 907;
	Law #71 Criterion: 1009;
	Law #72 Criterion: 829;
	Law #73 Criterion: 911;
	Law #76 Criterion: 647;
	Law #77 Criterion: 1933;
	Law #78 Criterion: 1061;
	Law #81 Criterion: 1373;
	Law #82 Criterion: 1049;
	Law #84 Criterion: 157;
	Law #86 Criterion: 1621;
	Law #89 Criterion: 739;
	Law #91 Criterion: 547;
	Law #93 Criterion: 1879;
	Law #94 Criterion: 263;
	Law #101 Criterion: 1951;
	Law #102 Criterion: 1987;
	Law #103 Criterion: 1087;
	Law #104 Criterion: 271;
	Law #106 Criterion: 1481;
	Law #108 Criterion: 67;
	Law #111 Criterion: 1549;
	Law #112 Criterion: 971;
	Law #116 Criterion: 61;
	Law #118 Criterion: 739;
	Law #120 Criterion: 1171;
	Law #121 Criterion: 811;
	Law #122 Criterion: 599;
	Law #123 Criterion: 557;
	Law #125 Criterion: 131;
	Law #126 Criterion: 1811;
	Law #127 Criterion: 1021;
	Law #128 Criterion: 641;
	Law #130 Criterion: 1747;
	Law #132 Criterion: 1531;
	Law #134 Criterion: 1123;
	Law #137 Criterion: 739;
	Law #138 Criterion: 853;
	Law #140 Criterion: 599;
	Law #142 Criterion: 107;
	Law #145 Criterion: 1987;
	Law #146 Criterion: 1171;
	Law #149 Criterion: 227;
	Law #151 Criterion: 607;
	Law #157 Criterion: 1327;
	Law #163 Criterion: 373;
	Law #164 Criterion: 29;
	Law #165 Criterion: 1151;
	Law #166 Criterion: 1129;
	Law #167 Criterion: 1453;
	Law #168 Criterion: 1609;
	Law #169 Criterion: 1777;
	Law #172 Criterion: 1889;
	Law #175 Criterion: 829;
Person #45
Wants to be in party: 1
Strategy of voting: own_voting
Votes for:
	Law #1 Criterion: 829;
	Law #2 Criterion: 1847;
	Law #4 Criterion: 1753;
	Law #6 Criterion: 823;
	Law #12 Criterion: 349;
	Law #13 Criterion: 907;
	Law #14 Criterion: 719;
	Law #18 Criterion: 13;
	Law #22 Criterion: 1787;
	Law #24 Criterion: 199;
	Law #27 Criterion: 37;
	Law #28 Criterion: 1471;
	Law #29 Criterion: 1913;
	Law #30 Criterion: 1613;
	Law #31 Criterion: 439;
	Law #34 Criterion: 491;
	Law #35 Criterion: 487;
	Law #38 Criterion: 271;
	Law #40 Criterion: 1367;
	Law #41 Criterion: 197;
	Law #47 Criterion: 293;
	Law #52 Criterion: 1129;
	Law #55 Criterion: 331;
	Law #56 Criterion: 1109;
	Law #57 Criterion: 1327;
	Law #58 Criterion: 1229;
	Law #59 Criterion: 1429;
	Law #60 Criterion: 577;
	Law #61 Criterion: 431;
	Law #62 Criterion: 317;
	Law #63 Criterion: 1069;
	Law #65 Criterion: 233;
	Law #66 Criterion: 1523;
	Law #68 Criterion: 1237;
	Law #69 Criterion: 521;
	Law #74 Criterion: 2;
	Law #75 Criterion: 1097;
	Law #79 Criterion: 37;
	Law #81 Criterion: 1097;
	Law #86 Criterion: 1181;
	Law #87 Criterion: 1301;
	Law #89 Criterion: 229;
	Law #92 Criterion: 1543;
	Law #94 Criterion: 1571;
	Law #97 Criterion: 1889;
	Law #102 Criterion: 1373;
	Law #104 Criterion: 823;
	Law #105 Criterion: 3;
	Law #107 Criterion: 1607;
	Law #115 Criterion: 199;
	Law #118 Criterion: 1733;
	Law #119 Criterion: 1559;
	Law #122 Criterion: 1979;
	Law #124 Criterion: 859;
	Law #125 Criterion: 1091;
	Law #126 Criterion: 1091;
	Law #127 Criterion: 1129;
	Law #129 Criterion: 1031;
	Law #130 Criterion: 41;
	Law #132 Criterion: 1697;
	Law #133 Criterion: 1051;
	Law #134 Criterion: 457;
	Law #135 Criterion: 479;
	Law #141 Criterion: 1987;
	Law #143 Criterion: 1601;
	Law #145 Criterion: 823;
	Law #146 Criterion: 31;
	Law #150 Criterion: 1367;
	Law #153 Criterion: 1753;
	Law #155 Criterion: 1097;
	Law #157 Criterion: 1997;
	Law #159 Criterion: 1609;
	Law #162 Criterion: 1723;
	Law #163 Criterion: 1061;
	Law #174 Criterion: 41;
Person #46
Wants to be in party: 1
Strategy of voting: random
Votes for:
	Law #0 Criterion: 1381;
	Law #2 Criterion: 1423;
	Law #5 Criterion: 239;
	Law #6 Criterion: 271;
	Law #8 Criterion: 691;
	Law #10 Criterion: 1063;
	Law #11 Criterion: 571;
	Law #13 Criterion: 587;
	Law #15 Criterion: 1327;
	Law #17 Criterion: 199;
	Law #19 Criterion: 1429;
	Law #20 Criterion: 23;
	Law #23 Criterion: 587;
	Law #27 Criterion: 337;
	Law #30 Criterion: 1373;
	Law #32 Criterion: 1279;
	Law #33 Criterion: 5;
	Law #34 Criterion: 373;
	Law #36 Criterion: 787;
	Law #41 Criterion: 1999;
	Law #42 Criterion: 811;
	Law #44 Criterion: 733;
	Law #45 Criterion: 1019;
	Law #46 Criterion: 439;
	Law #47 Criterion: 131;
	Law #49 Criterion: 457;
	Law #50 Criterion: 461;
	Law #56 Criterion: 1223;
	Law #58 Criterion: 1217;
	Law #60 Criterion: 269;
	Law #61 Criterion: 409;
	Law #63 Criterion: 839;
	Law #64 Criterion: 863;
	Law #67 Criterion: 1867;
	Law #68 Criterion: 1867;
	Law #70 Criterion: 1223;
	Law #71 Criterion: 17;
	Law #74 Criterion: 1783;
	Law #76 Criterion: 769;
	Law #77 Criterion: 1789;
	Law #78 Criterion: 821;
	Law #79 Criterion: 1019;
	Law #81 Criterion: 1367;
	Law #83 Criterion: 1999;
	Law #88 Criterion: 1741;
	Law #89 Criterion: 409;
	Law #90 Criterion: 331;
	Law #91 Criterion: 1669;
	Law #96 Criterion: 1723;
	Law #97 Criterion: 1201;
	Law #100 Criterion: 257;
	Law #101 Criterion: 1447;
	Law #102 Criterion: 1619;
	Law #105 Criterion: 23;
	Law #106 Criterion: 479;
	Law #109 Criterion: 1283;
	Law #112 Criterion: 443;
	Law #117 Criterion: 1277;
	Law #118 Criterion: 991;
	Law #122 Criterion: 47;
	Law #124 Criterion: 1499;
	Law #126 Criterion: 467;
	Law #128 Criterion: 1847;
	Law #133 Criterion: 1993;
	Law #134 Criterion: 1499;
	Law #136 Criterion: 811;
	Law #137 Criterion: 409;
	Law #138 Criterion: 97;
	Law #139 Criterion: 599;
	Law #140 Criterion: 73;
	Law #141 Criterion: 1801;
	Law #146 Criterion: 1031;
	Law #148 Criterion: 1697;
	Law #149 Criterion: 11;
	Law #150 Criterion: 83;
	Law #152 Criterion: 1301;
	Law #154 Criterion: 827;
	Law #155 Criterion: 149;
	Law #156 Criterion: 1109;
	Law #159 Criterion: 739;
	Law #160 Criterion: 599;
	Law #162 Criterion: 1531;
	Law #165 Criterion: 857;
	Law #166 Criterion: 109;
	Law #170 Criterion: 257;
	Law #173 Criterion: 1091;
	Law #174 Criterion: 1889;
	Law #176 Criterion: 1117;
Person #47
Wants to be in party: 1
Strategy of voting: party_voting
Votes for:
	Law #0 Criterion: 761;
	Law #1 Criterion: 1439;
	Law #3 Criterion: 1951;
	Law #5 Criterion: 251;
	Law #7 Criterion: 41;
	Law #12 Criterion: 857;
	Law #19 Criterion: 229;
	Law #22 Criterion: 881;
	Law #23 Criterion: 271;
	Law #25 Criterion: 47;
	Law #26 Criterion: 79;
	Law #27 Criterion: 827;
	Law #28 Criterion: 1531;
	Law #31 Criterion: 167;
	Law #34 Criterion: 1021;
	Law #35 Criterion: 1289;
	Law #38 Criterion: 1907;
	Law #39 Criterion: 1217;
	Law #40 Criterion: 1861;
	Law #43 Criterion: 719;
	Law #45 Criterion: 1399;
	Law #49 Criterion: 113;
	Law #50 Criterion: 1447;
	Law #52 Criterion: 281;
	Law #53 Criterion: 227;
	Law #55 Criterion: 547;
	Law #57 Criterion: 1657;
	Law #60 Criterion: 1873;
	Law #61 Criterion: 1289;
	Law #62 Criterion: 1021;
	Law #63 Criterion: 709;
	Law #67 Criterion: 1627;
	Law #68 Criterion: 269;
	Law #72 Criterion: 113;
	Law #73 Criterion: 937;
	Law #74 Criterion: 1931;
	Law #75 Criterion: 1433;
	Law #76 Criterion: 47;
	Law #77 Criterion: 829;
	Law #78 Criterion: 601;
	Law #79 Criterion: 1523;
	Law #80 Criterion: 607;
	Law #81 Criterion: 1583;
	Law #83 Criterion: 367;
	Law #84 Criterion: 1013;
	Law #87 Criterion: 47;
	Law #89 Criterion: 1867;
	Law #90 Criterion: 1231;
	Law #91 Criterion: 43;
	Law #93 Criterion: 19;
	Law #96 Criterion: 307;
	Law #97 Criterion: 1721;
	Law #99 Criterion: 37;
	Law #101 Criterion: 191;
	Law #102 Criterion: 439;
	Law #104 Criterion: 467;
	Law #108 Criterion: 1031;
	Law #109 Criterion: 293;
	Law #111 Criterion: 1367;
	Law #112 Criterion: 211;
	Law #115 Criterion: 389;
	Law #117 Criterion: 1051;
	Law #120 Criterion: 479;
	Law #121 Criterion: 229;
	Law #129 Criterion: 739;
	Law #131 Criterion: 1451;
	Law #132 Criterion: 1747;
	Law #136 Criterion: 523;
	Law #138 Criterion: 911;
	Law #139 Criterion: 1327;
	Law #140 Criterion: 1103;
	Law #141 Criterion: 691;
	Law #142 Criterion: 1361;
	Law #147 Criterion: 521;
	Law #150 Criterion: 971;
	Law #153 Criterion: 11;
	Law #155 Criterion: 241;
	Law #156 Criterion: 557;
	Law #157 Criterion: 919;
	Law #158 Criterion: 653;
	Law #159 Criterion: 859;
	Law #160 Criterion: 1091;
	Law #163 Criterion: 1049;
	Law #165 Criterion: 809;
	Law #166 Criterion: 2;
	Law #172 Criterion: 1327;
	Law #173 Criterion: 661;
	Law #174 Criterion: 79;
	Law #176 Criterion: 1231;
Person #48
Wants to be in party: 1
Strategy of voting: own_voting
Votes for:
	Law #2 Criterion: 37;
	Law #3 Criterion: 1367;
	Law #6 Criterion: 599;
	Law #7 Criterion: 1979;
	Law #8 Criterion: 383;
	Law #9 Criterion: 811;
	Law #10 Criterion: 977;
	Law #11 Criterion: 863;
	Law #12 Criterion: 857;
	Law #16 Criterion: 3;
	Law #19 Criterion: 163;
	Law #20 Criterion: 607;
	Law #21 Criterion: 41;
	Law #25 Criterion: 307;
	Law #26 Criterion: 1237;
	Law #33 Criterion: 307;
	Law #34 Criterion: 359;
	Law #36 Criterion: 97;
	Law #38 Criterion: 1601;
	Law #40 Criterion: 7;
	Law #42 Criterion: 233;
	Law #43 Criterion: 1559;
	Law #44 Criterion: 277;
	Law #47 Criterion: 1567;
	Law #48 Criterion: 1451;
	Law #49 Criterion: 509;
	Law #50 Criterion: 577;
	Law #51 Criterion: 587;
	Law #52 Criterion: 1931;
	Law #54 Criterion: 691;
	Law #55 Criterion: 1433;
	Law #56 Criterion: 757;
	Law #61 Criterion: 11;
	Law #64 Criterion: 821;
	Law #65 Criterion: 1489;
	Law #66 Criterion: 1031;
	Law #68 Criterion: 827;
	Law #70 Criterion: 193;
	Law #73 Criterion: 1993;
	Law #76 Criterion: 599;
	Law #77 Criterion: 1327;
	Law #78 Criterion: 1609;
	Law #83 Criterion: 233;
	Law #86 Criterion: 89;
	Law #91 Criterion: 97;
	Law #92 Criterion: 263;
	Law #94 Criterion: 1427;
	Law #95 Criterion: 1381;
	Law #98 Criterion: 307;
	Law #104 Criterion: 11;
	Law #106 Criterion: 1097;
	Law #109 Criterion: 643;
	Law #116 Criterion: 859;
	Law #120 Criterion: 1877;
	Law #121 Criterion: 1171;
	Law #122 Criterion: 827;
	Law #123 Criterion: 439;
	Law #125 Criterion: 491;
	Law #126 Criterion: 103;
	Law #128 Criterion: 83;
	Law #129 Criterion: 1933;
	Law #130 Criterion: 1889;
	Law #135 Criterion: 1669;
	Law #136 Criterion: 1051;
	Law #138 Criterion: 2;
	Law #141 Criterion: 241;
	Law #142 Criterion: 1483;
	Law #148 Criterion: 3;
	Law #149 Criterion: 647;
	Law #154 Criterion: 367;
	Law #156 Criterion: 607;
	Law #158 Criterion: 883;
	Law #159 Criterion: 1511;
	Law #160 Criterion: 317;
	Law #162 Criterion: 1303;
	Law #163 Criterion: 773;
	Law #165 Criterion: 227;
	Law #166 Criterion: 523;
	Law #167 Criterion: 1433;
	Law #168 Criterion: 1481;
	Law #174 Criterion: 1801;
	Law #175 Criterion: 1583;
Person #49
Wants to be in party: 1
Strategy of voting: party_voting
Votes for:
	Law #2 Criterion: 571;
	Law #6 Criterion: 569;
	Law #7 Criterion: 521;
	Law #8 Criterion: 751;
	Law #9 Criterion: 11;
	Law #13 Criterion: 541;
	Law #16 Criterion: 1913;
	Law #17 Criterion: 101;
	Law #18 Criterion: 443;
	Law #20 Criterion: 1061;
	Law #23 Criterion: 1693;
	Law #25 Criterion: 127;
	Law #26 Criterion: 1571;
	Law #29 Criterion: 1031;
	Law #31 Criterion: 643;
	Law #32 Criterion: 1913;
	Law #33 Criterion: 587;
	Law #35 Criterion: 919;
	Law #36 Criterion: 1621;
	Law #37 Criterion: 1039;
	Law #39 Criterion: 353;
	Law #40 Criterion: 503;
	Law #42 Criterion: 1471;
	Law #44 Criterion: 673;
	Law #47 Criterion: 67;
	Law #49 Criterion: 13;
	Law #51 Criterion: 1949;
	Law #54 Criterion: 131;
	Law #55 Criterion: 71;
	Law #56 Criterion: 1459;
	Law #58 Criterion: 173;
	Law #67 Criterion: 863;
	Law #68 Criterion: 523;
	Law #71 Criterion: 673;
	Law #74 Criterion: 1423;
	Law #75 Criterion: 53;
	Law #76 Criterion: 1049;
	Law #77 Criterion: 953;
	Law #81 Criterion: 1523;
	Law #82 Criterion: 199;
	Law #85 Criterion: 677;
	Law #88 Criterion: 1699;
	Law #90 Criterion: 1123;
	Law #91 Criterion: 257;
	Law #94 Criterion: 653;
	Law #95 Criterion: 397;
	Law #96 Criterion: 1049;
	Law #97 Criterion: 613;
	Law #98 Criterion: 1367;
	Law #103 Criterion: 571;
	Law #104 Criterion: 1607;
	Law #106 Criterion: 751;
	Law #107 Criterion: 991;
	Law #109 Criterion: 1483;
	Law #110 Criterion: 1621;
	Law #111 Criterion: 1481;
	Law #113 Criterion: 1019;
	Law #114 Criterion: 499;
	Law #116 Criterion: 167;
	Law #117 Criterion: 61;
	Law #122 Criterion: 1459;
	Law #123 Criterion: 1951;
	Law #124 Criterion: 239;
	Law #126 Criterion: 1637;
	Law #127 Criterion: 1303;
	Law #129 Criterion: 769;
	Law #130 Criterion: 367;
	Law #132 Criterion: 1627;
	Law #133 Criterion: 1259;
	Law #138 Criterion: 1877;
	Law #139 Criterion: 107;
	Law #140 Criterion: 1543;
	Law #141 Criterion: 443;
	Law #142 Criterion: 557;
	Law #144 Criterion: 1301;
	Law #148 Criterion: 17;
	Law #149 Criterion: 1289;
	Law #150 Criterion: 761;
	Law #151 Criterion: 1367;
	Law #152 Criterion: 283;
	Law #153 Criterion: 79;
	Law #156 Criterion: 503;
	Law #158 Criterion: 991;
	Law #160 Criterion: 1669;
	Law #161 Criterion: 443;
	Law #162 Criterion: 647;
	Law #163 Criterion: 659;
	Law #165 Criterion: 1879;
	Law #166 Criterion: 541;
	Law #168 Criterion: 199;
	Law #169 Criterion: 1459;
	Law #170 Criterion: 1039;
	Law #171 Criterion: 1873;
	Law #173 Criterion: 761;
	Law #174 Criterion: 1559;
	Law #175 Criterion: 239;
	Law #176 Criterion: 701;
Person #50
Wants to be in party: 1
Strategy of voting: party_voting
Votes for:
	Law #1 Criterion: 1031;
	Law #2 Criterion: 857;
	Law #3 Criterion: 617;
	Law #6 Criterion: 1409;
	Law #11 Criterion: 587;
	Law #13 Criterion: 1451;
	Law #15 Criterion: 227;
	Law #16 Criterion: 179;
	Law #19 Criterion: 1471;
	Law #23 Criterion: 1283;
	Law #28 Criterion: 193;
	Law #29 Criterion: 787;
	Law #30 Criterion: 1097;
	Law #37 Criterion: 613;
	Law #45 Criterion: 1747;
	Law #47 Criterion: 283;
	Law #48 Criterion: 151;
	Law #49 Criterion: 997;
	Law #51 Criterion: 601;
	Law #52 Criterion: 1667;
	Law #54 Criterion: 467;
	Law #55 Criterion: 751;
	Law #56 Criterion: 1031;
	Law #57 Criterion: 1913;
	Law #58 Criterion: 151;
	Law #60 Criterion: 1429;
	Law #63 Criterion: 1367;
	Law #66 Criterion: 521;
	Law #68 Criterion: 1297;
	Law #70 Criterion: 1483;
	Law #71 Criterion: 113;
	Law #72 Criterion: 439;
	Law #74 Criterion: 1409;
	Law #77 Criterion: 977;
	Law #78 Criterion: 1999;
	Law #80 Criterion: 1697;
	Law #83 Criterion: 103;
	Law #85 Criterion: 113;
	Law #86 Criterion: 683;
	Law #87 Criterion: 1789;
	Law #88 Criterion: 1871;
	Law #91 Criterion: 89;
	Law #92 Criterion: 1163;
	Law #95 Criterion: 127;
	Law #97 Criterion: 1327;
	Law #98 Criterion: 971;
	Law #100 Criterion: 211;
	Law #101 Criterion: 1097;
	Law #102 Criterion: 1019;
	Law #104 Criterion: 31;
	Law #105 Criterion: 137;
	Law #106 Criterion: 983;
	Law #107 Criterion: 13;
	Law #108 Criterion: 5;
	Law #113 Criterion: 701;
	Law #114 Criterion: 881;
	Law #115 Criterion: 1951;
	Law #116 Criterion: 113;
	Law #117 Criterion: 31;
	Law #118 Criterion: 1759;
	Law #119 Criterion: 1013;
	Law #121 Criterion: 331;
	Law #122 Criterion: 641;
	Law #123 Criterion: 593;
	Law #128 Criterion: 263;
	Law #129 Criterion: 967;
	Law #131 Criterion: 11;
	Law #132 Criterion: 499;
	Law #135 Criterion: 1399;
	Law #136 Criterion: 733;
	Law #138 Criterion: 313;
	Law #140 Criterion: 1721;
	Law #141 Criterion: 823;
	Law #142 Criterion: 1487;
	Law #148 Criterion: 43;
	Law #149 Criterion: 1487;
	Law #154 Criterion: 691;
	Law #160 Criterion: 1499;
	Law #161 Criterion: 1181;
	Law #162 Criterion: 1327;
	Law #163 Criterion: 1583;
	Law #164 Criterion: 1181;
	Law #166 Criterion: 1753;
	Law #168 Criterion: 1607;
	Law #170 Criterion: 941;
	Law #172 Criterion: 71;
	Law #175 Criterion: 1319;
Person #51
Wants to be in party: 1
Strategy of voting: party_voting
Votes for:
	Law #0 Criterion: 1861;
	Law #1 Criterion: 127;
	Law #3 Criterion: 1553;
	Law #4 Criterion: 281;
	Law #8 Criterion: 1051;
	Law #13 Criterion: 571;
	Law #14 Criterion: 79;
	Law #18 Criterion: 281;
	Law #19 Criterion: 2;
	Law #22 Criterion: 641;
	Law #23 Criterion: 1789;
	Law #25 Criterion: 1451;
	Law #29 Criterion: 131;
